#Bright Galaxies from Daniel Eisenstein
#3rd column is the number per square degree in bin defined by zmin, zmax in 
#the first two columns
0 0.1 97
0.1 0.2 256
0.2 0.3 159
0.3 0.4 61
0.4 0.5 10
