#DESI TS - Eff from Boosted Decision Tree (version Jul 2016)
#Counts in r using PLE+LEDE luminosity function from NPD+ 2015
#2D ========= (0.2 dz bins, 0.5 mag. bins, values are for bin center) 
2.9 17.25 0.003644
2.9 17.75 0.010164
2.9 18.25 0.027212
2.9 18.75 0.0646196
2.9 19.25 0.140338
2.9 19.75 0.278712
2.9 20.25 0.467389
2.9 20.75 0.671377
2.9 21.25 0.869214
2.9 21.75 1.04929
2.9 22.25 1.03244
2.9 22.75 0.412063
3.1 15.75 0
3.1 16.25 0
3.1 16.75 0.000804
3.1 17.25 0.003024
3.1 17.75 0.007892
3.1 18.25 0.0199
3.1 18.75 0.0444396
3.1 19.25 0.0920082
3.1 19.75 0.182708
3.1 20.25 0.304447
3.1 20.75 0.42829
3.1 21.25 0.548419
3.1 21.75 0.643979
3.1 22.25 0.54775
3.1 22.75 0.191048
3.3 15.75 0
3.3 16.25 0
3.3 16.75 0.000624
3.3 17.25 0.002204
3.3 17.75 0.00538
3.3 18.25 0.012844
3.3 18.75 0.0270212
3.3 19.25 0.0537393
3.3 19.75 0.1078
3.3 20.25 0.180104
3.3 20.75 0.249308
3.3 21.25 0.316402
3.3 21.75 0.359663
3.3 22.25 0.243618
3.3 22.75 0.0614871
3.5 15.75 0
3.5 16.25 0
3.5 16.75 0.000684
3.5 17.25 0.002268
3.5 17.75 0.005072
3.5 18.25 0.011108
3.5 18.75 0.0210113
3.5 19.25 0.0377811
3.5 19.75 0.0719999
3.5 20.25 0.114576
3.5 20.75 0.149648
3.5 21.25 0.182395
3.5 21.75 0.194678
3.5 22.25 0.085122
3.5 22.75 0
3.7 15.75 0
3.7 16.25 0
3.7 16.75 0.0005952
3.7 17.25 0.0018752
3.7 17.75 0.0039104
3.7 18.25 0.0079136
3.7 18.75 0.0138363
3.7 19.25 0.0276526
3.7 19.75 0.0526132
3.7 20.25 0.0769409
3.7 20.75 0.0980048
3.7 21.25 0.106842
3.7 21.75 0.104293
3.7 22.25 0.0455566
3.7 22.75 0
3.9 15.75 0
3.9 16.25 0
3.9 16.75 0.000324
3.9 17.25 0.0010632
3.9 17.75 0.0020736
3.9 18.25 0.0038928
3.9 18.75 0.00648439
3.9 19.25 0.0157583
3.9 19.75 0.0309038
3.9 20.25 0.0426716
3.9 20.75 0.054237
3.9 21.25 0.0526925
3.9 21.75 0.0457135
3.9 22.25 0.0201106
3.9 22.75 0
4.1 15.75 0
4.1 16.25 0
4.1 16.75 0.0001104
4.1 17.25 0.0004496
4.1 17.75 0.000878401
4.1 18.25 0.001608
4.1 18.75 0.00251653
4.1 19.25 0.00839127
4.1 19.75 0.0170362
4.1 20.25 0.0221348
4.1 20.75 0.0280794
4.1 21.25 0.0235825
4.1 21.75 0.0166785
4.1 22.25 0.00739754
4.1 22.75 0
4.3 15.75 0
4.3 16.25 0
4.3 16.75 2.64e-05
4.3 17.25 0.0001424
4.3 17.75 0.0002848
4.3 18.25 0.000474399
4.3 18.75 0.000710149
4.3 19.25 0.0042877
4.3 19.75 0.00904249
4.3 20.25 0.011008
4.3 20.75 0.0137977
4.3 21.25 0.00953104
4.3 21.75 0.00429813
4.3 22.25 0.00191745
4.3 22.75 0
4.5 15.75 0
4.5 16.25 0
4.5 16.75 0
4.5 17.25 0
4.5 17.75 0
4.5 18.25 0
4.5 18.75 7.44629e-10
4.5 19.25 0.0019928
4.5 19.75 0.0043248
4.5 20.25 0.00490776
4.5 20.75 0.006072
4.5 21.25 0.00319392
4.5 21.75 0
4.5 22.25 0
4.5 22.75 0
4.7 15.75 0
4.7 16.25 0
4.7 16.75 0
4.7 17.25 0
4.7 17.75 0
4.7 18.25 0
4.7 18.75 4.39453e-10
4.7 19.25 0.0011392
4.7 19.75 0.0023479
4.7 20.25 0.00256148
4.7 20.75 0.0031032
4.7 21.25 0.0016296
4.7 21.75 0
4.7 22.25 0
4.7 22.75 0
4.9 15.75 0
4.9 16.25 0
4.9 16.75 0
4.9 17.25 0
4.9 17.75 0
4.9 18.25 0
4.9 18.75 4.27246e-10
4.9 19.25 0.0010712
4.9 19.75 0.0021533
4.9 20.25 0.00226704
4.9 20.75 0.0026088
4.9 21.25 0.00132192
4.9 21.75 0
4.9 22.25 0
4.9 22.75 0
