##  Fig. 1 of https://arxiv.org/pdf/0706.4091.pdf
##  Arbitrary normalised dN/dz. 
## 
1.45	0.100
1.55	0.150
1.65	0.175
1.75	0.375
1.85	0.400
1.95	0.575
2.05	0.815
2.15	0.800
2.25    0.860
2.35	1.000
2.45	0.900
2.55	0.900
2.65	0.550
2.75	0.360
2.85	0.150
2.95	0.100
3.05	0.025
3.15	0.015
3.25	0.015
3.35	0.015
