##  Fig. 2 of https://arxiv.org/pdf/1711.04787.pdf
##  24.5 mag deth, purple.
2.5	0.0000
2.6	0.0125
2.7	0.0500
2.8	0.1500
2.9	0.5125
3.0	0.6000
3.1	0.5000
3.2	0.4250
3.3	0.3250
3.4	0.2500
3.5	0.1500
3.6	0.0250
3.7	0.0000
