1.449999999999999956e+00 1.207729468599032796e-01
1.550000000000000044e+00 1.811594202898548778e-01
1.649999999999999911e+00 2.113526570048306907e-01
1.750000000000000000e+00 4.528985507246371944e-01
1.850000000000000089e+00 4.830917874396131184e-01
1.949999999999999956e+00 6.944444444444437536e-01
2.049999999999999822e+00 9.842995169082114915e-01
2.149999999999999911e+00 9.661835748792262368e-01
2.250000000000000000e+00 1.038647342995168144e+00
2.350000000000000089e+00 1.207729468599032518e+00
2.450000000000000178e+00 1.086956521739129267e+00
2.549999999999999822e+00 1.086956521739129267e+00
2.649999999999999911e+00 6.642512077294678852e-01
2.750000000000000000e+00 4.347826086956517178e-01
2.850000000000000089e+00 1.811594202898548778e-01
2.950000000000000178e+00 1.207729468599032796e-01
3.049999999999999822e+00 3.019323671497581990e-02
3.149999999999999911e+00 1.811594202898548708e-02
3.250000000000000000e+00 1.811594202898548708e-02
3.350000000000000089e+00 1.811594202898548708e-02
