##  Table 1 of https://arxiv.org/pdf/1304.7458.pdf
## 
##  z	24.7	24.8	25.3	25.5	26.0	  
3.1 	-99.	 1.5	 1.5	-99.	-99.
3.7	 2.8 	 -99.	 -99.	-99.	-99.
5.7	 -99.	 -99.	 -99.	6.1	 5.5
6.6	 -99.	 -99.	 -99.	6.0	 3.6
