##  Table 3 of https://arxiv.org/pdf/0903.3951.pdf
##  z | m   
-99.  	    24.0    24.5    25.0    25.5    26.0    26.5	
2.93        -99.    3.66    2.63    2.20    -99.    -99.
3.67  	    -99.    -99.    4.22    3.46    2.85    -99.
4.47 	    -99.    -99.    -99.    3.36    2.61    2.18
