1.0000e+01	2.5500e+01	4.5701e+03	4.3204e+00	4.3173e+00	4.7065e+00	4.7011e+00	5.6046e+00	5.5938e+00
1.0000e+01	2.5000e+01	1.6564e+03	4.9836e+00	4.9864e+00	5.4321e+00	5.4320e+00	6.4753e+00	6.4685e+00
1.0000e+01	2.4500e+01	4.3753e+02	6.5169e+00	6.5510e+00	7.1161e+00	7.1465e+00	8.5056e+00	8.5277e+00
1.0000e+01	2.4000e+01	7.2344e+01	1.1441e+01	1.1652e+01	1.2528e+01	1.2736e+01	1.5034e+01	1.5237e+01
2.6827e+01	2.5500e+01	4.5701e+03	2.6378e+00	2.6337e+00	2.8735e+00	2.8660e+00	3.4218e+00	3.4061e+00
2.6827e+01	2.5000e+01	1.6564e+03	3.0427e+00	3.0488e+00	3.3165e+00	3.3184e+00	3.9534e+00	3.9452e+00
2.6827e+01	2.4500e+01	4.3753e+02	3.9788e+00	4.0359e+00	4.3447e+00	4.3967e+00	5.1930e+00	5.2333e+00
2.6827e+01	2.4000e+01	7.2344e+01	6.9850e+00	7.3205e+00	7.6487e+00	7.9808e+00	9.1787e+00	9.5073e+00
7.1969e+01	2.5500e+01	4.5701e+03	1.6105e+00	1.6074e+00	1.7544e+00	1.7467e+00	2.0892e+00	2.0701e+00
7.1969e+01	2.5000e+01	1.6564e+03	1.8577e+00	1.8723e+00	2.0249e+00	2.0339e+00	2.4137e+00	2.4094e+00
7.1969e+01	2.4500e+01	4.3753e+02	2.4292e+00	2.5256e+00	2.6526e+00	2.7432e+00	3.1706e+00	3.2478e+00
7.1969e+01	2.4000e+01	7.2344e+01	4.2646e+00	4.7744e+00	4.6698e+00	5.1806e+00	5.6039e+00	6.1213e+00
1.9307e+02	2.5500e+01	4.5701e+03	9.8326e-01	9.8669e-01	1.0711e+00	1.0692e+00	1.2755e+00	1.2603e+00
1.9307e+02	2.5000e+01	1.6564e+03	1.1342e+00	1.1674e+00	1.2363e+00	1.2637e+00	1.4737e+00	1.4870e+00
1.9307e+02	2.4500e+01	4.3753e+02	1.4831e+00	1.6405e+00	1.6195e+00	1.7734e+00	1.9357e+00	2.0810e+00
1.9307e+02	2.4000e+01	7.2344e+01	2.6037e+00	3.3217e+00	2.8511e+00	3.5813e+00	3.4214e+00	4.1832e+00
5.1795e+02	2.5500e+01	4.5701e+03	6.0032e-01	6.1789e-01	6.5397e-01	6.6677e-01	7.7876e-01	7.7954e-01
5.1795e+02	2.5000e+01	1.6564e+03	6.9247e-01	7.5631e-01	7.5478e-01	8.1483e-01	8.9973e-01	9.4991e-01
5.1795e+02	2.4500e+01	4.3753e+02	9.0552e-01	1.1412e+00	9.8878e-01	1.2269e+00	1.1819e+00	1.4245e+00
5.1795e+02	2.4000e+01	7.2344e+01	1.5897e+00	2.5070e+00	1.7407e+00	2.6862e+00	2.0889e+00	3.1012e+00
1.3895e+03	2.5500e+01	4.5701e+03	3.6652e-01	4.0397e-01	3.9927e-01	4.3393e-01	4.7546e-01	5.0263e-01
1.3895e+03	2.5000e+01	1.6564e+03	4.2278e-01	5.2537e-01	4.6083e-01	5.6342e-01	5.4932e-01	6.5072e-01
1.3895e+03	2.4500e+01	4.3753e+02	5.5286e-01	8.6865e-01	6.0369e-01	9.2946e-01	7.2157e-01	1.0692e+00
1.3895e+03	2.4000e+01	7.2344e+01	9.7056e-01	2.0408e+00	1.0628e+00	2.1763e+00	1.2754e+00	2.4893e+00
3.7276e+03	2.5500e+01	4.5701e+03	2.2378e-01	2.8438e-01	2.4377e-01	3.0428e-01	2.9029e-01	3.4957e-01
3.7276e+03	2.5000e+01	1.6564e+03	2.5813e-01	4.0141e-01	2.8135e-01	4.2894e-01	3.3538e-01	4.9172e-01
3.7276e+03	2.4500e+01	4.3753e+02	3.3754e-01	7.2030e-01	3.6858e-01	7.6808e-01	4.4055e-01	8.7741e-01
3.7276e+03	2.4000e+01	7.2344e+01	5.9257e-01	1.7621e+00	6.4887e-01	1.8729e+00	7.7866e-01	2.1276e+00
1.0000e+04	2.5500e+01	4.5701e+03	1.3662e-01	2.2157e-01	1.4883e-01	2.3636e-01	1.7723e-01	2.6985e-01
1.0000e+04	2.5000e+01	1.6564e+03	1.5760e-01	3.3751e-01	1.7178e-01	3.5969e-01	2.0477e-01	4.1004e-01
1.0000e+04	2.4500e+01	4.3753e+02	2.0608e-01	6.3827e-01	2.2503e-01	6.7883e-01	2.6897e-01	7.7127e-01
1.0000e+04	2.4000e+01	7.2344e+01	3.6179e-01	1.5924e+00	3.9616e-01	1.6882e+00	4.7541e-01	1.9077e+00
