1.0000e+01	2.6000e+01	7.3095e+03	1.5989e+00	nan	1.5103e+00	nan	2.0136e+00	nan
1.0000e+01	2.5500e+01	3.2668e+03	1.6111e+00	nan	1.5218e+00	nan	2.0286e+00	nan
1.0000e+01	2.5000e+01	1.1731e+03	1.6466e+00	nan	1.5549e+00	nan	2.0723e+00	nan
1.0000e+01	2.4500e+01	3.0450e+02	1.7613e+00	nan	1.6626e+00	nan	2.2146e+00	nan
1.0000e+01	2.4000e+01	4.8410e+01	2.1396e+00	nan	2.0203e+00	nan	2.6922e+00	nan
2.6827e+01	2.6000e+01	7.3095e+03	9.7617e-01	nan	9.2210e-01	nan	1.2294e+00	nan
2.6827e+01	2.5500e+01	3.2668e+03	9.8366e-01	nan	9.2910e-01	nan	1.2386e+00	nan
2.6827e+01	2.5000e+01	1.1731e+03	1.0053e+00	nan	9.4935e-01	nan	1.2652e+00	nan
2.6827e+01	2.4500e+01	3.0450e+02	1.0753e+00	nan	1.0151e+00	nan	1.3521e+00	nan
2.6827e+01	2.4000e+01	4.8410e+01	1.3063e+00	nan	1.2335e+00	nan	1.6437e+00	nan
7.1969e+01	2.6000e+01	7.3095e+03	5.9599e-01	nan	5.6298e-01	nan	7.5058e-01	nan
7.1969e+01	2.5500e+01	3.2668e+03	6.0057e-01	nan	5.6725e-01	nan	7.5619e-01	nan
7.1969e+01	2.5000e+01	1.1731e+03	6.1378e-01	nan	5.7961e-01	nan	7.7246e-01	nan
7.1969e+01	2.4500e+01	3.0450e+02	6.5653e-01	nan	6.1974e-01	nan	8.2550e-01	nan
7.1969e+01	2.4000e+01	4.8410e+01	7.9756e-01	nan	7.5309e-01	nan	1.0035e+00	nan
1.9307e+02	2.6000e+01	7.3095e+03	3.6388e-01	nan	3.4372e-01	nan	4.5826e-01	nan
1.9307e+02	2.5500e+01	3.2668e+03	3.6667e-01	nan	3.4633e-01	nan	4.6169e-01	nan
1.9307e+02	2.5000e+01	1.1731e+03	3.7474e-01	nan	3.5388e-01	nan	4.7162e-01	nan
1.9307e+02	2.4500e+01	3.0450e+02	4.0084e-01	nan	3.7838e-01	nan	5.0400e-01	nan
1.9307e+02	2.4000e+01	4.8410e+01	4.8694e-01	nan	4.5979e-01	nan	6.1270e-01	nan
5.1795e+02	2.6000e+01	7.3095e+03	2.2216e-01	nan	2.0986e-01	nan	2.7978e-01	nan
5.1795e+02	2.5500e+01	3.2668e+03	2.2387e-01	nan	2.1145e-01	nan	2.8188e-01	nan
5.1795e+02	2.5000e+01	1.1731e+03	2.2879e-01	nan	2.1606e-01	nan	2.8794e-01	nan
5.1795e+02	2.4500e+01	3.0450e+02	2.4473e-01	nan	2.3101e-01	nan	3.0771e-01	nan
5.1795e+02	2.4000e+01	4.8410e+01	2.9730e-01	nan	2.8072e-01	nan	3.7408e-01	nan
1.3895e+03	2.6000e+01	7.3095e+03	1.3564e-01	nan	1.2812e-01	nan	1.7082e-01	nan
1.3895e+03	2.5500e+01	3.2668e+03	1.3668e-01	nan	1.2910e-01	nan	1.7210e-01	nan
1.3895e+03	2.5000e+01	1.1731e+03	1.3969e-01	nan	1.3191e-01	nan	1.7580e-01	nan
1.3895e+03	2.4500e+01	3.0450e+02	1.4942e-01	nan	1.4104e-01	nan	1.8787e-01	nan
1.3895e+03	2.4000e+01	4.8410e+01	1.8151e-01	nan	1.7139e-01	nan	2.2839e-01	nan
3.7276e+03	2.6000e+01	7.3095e+03	8.2813e-02	nan	7.8225e-02	nan	1.0429e-01	nan
3.7276e+03	2.5500e+01	3.2668e+03	8.3448e-02	nan	7.8819e-02	nan	1.0507e-01	nan
3.7276e+03	2.5000e+01	1.1731e+03	8.5284e-02	nan	8.0537e-02	nan	1.0733e-01	nan
3.7276e+03	2.4500e+01	3.0450e+02	9.1225e-02	nan	8.6112e-02	nan	1.1470e-01	nan
3.7276e+03	2.4000e+01	4.8410e+01	1.1082e-01	nan	1.0464e-01	nan	1.3944e-01	nan
1.0000e+04	2.6000e+01	7.3095e+03	5.0561e-02	nan	4.7760e-02	nan	6.3675e-02	nan
1.0000e+04	2.5500e+01	3.2668e+03	5.0949e-02	nan	4.8122e-02	nan	6.4151e-02	nan
1.0000e+04	2.5000e+01	1.1731e+03	5.2069e-02	nan	4.9171e-02	nan	6.5532e-02	nan
1.0000e+04	2.4500e+01	3.0450e+02	5.5696e-02	nan	5.2575e-02	nan	7.0030e-02	nan
1.0000e+04	2.4000e+01	4.8410e+01	6.7661e-02	nan	6.3888e-02	nan	8.5135e-02	nan
