1.0000e+01	2.5500e+01	6.2740e+03	1.9558e+01	1.9509e+01	1.1606e+01	1.1577e+01	1.9443e+01	1.9390e+01
1.0000e+01	2.5000e+01	2.7207e+03	2.1957e+01	2.1910e+01	1.3027e+01	1.3003e+01	2.1820e+01	2.1768e+01
1.0000e+01	2.4500e+01	9.6634e+02	2.6483e+01	2.6468e+01	1.5727e+01	1.5732e+01	2.6365e+01	2.6340e+01
1.0000e+01	2.4000e+01	2.5546e+02	3.7072e+01	3.7248e+01	2.2071e+01	2.2233e+01	3.7090e+01	3.7239e+01
2.6827e+01	2.5500e+01	6.2740e+03	1.1941e+01	1.1868e+01	7.0859e+00	7.0446e+00	1.1871e+01	1.1791e+01
2.6827e+01	2.5000e+01	2.7207e+03	1.3406e+01	1.3339e+01	7.9535e+00	7.9212e+00	1.3322e+01	1.3246e+01
2.6827e+01	2.4500e+01	9.6634e+02	1.6169e+01	1.6158e+01	9.6017e+00	9.6201e+00	1.6097e+01	1.6070e+01
2.6827e+01	2.4000e+01	2.5546e+02	2.2634e+01	2.2937e+01	1.3476e+01	1.3746e+01	2.2645e+01	2.2905e+01
7.1969e+01	2.5500e+01	6.2740e+03	7.2904e+00	7.1952e+00	4.3262e+00	4.2760e+00	7.2475e+00	7.1418e+00
7.1969e+01	2.5000e+01	2.7207e+03	8.1847e+00	8.1070e+00	4.8559e+00	4.8255e+00	8.1337e+00	8.0419e+00
7.1969e+01	2.4500e+01	9.6634e+02	9.8716e+00	9.8978e+00	5.8622e+00	5.9202e+00	9.8280e+00	9.8295e+00
7.1969e+01	2.4000e+01	2.5546e+02	1.3819e+01	1.4353e+01	8.2273e+00	8.6803e+00	1.3826e+01	1.4298e+01
1.9307e+02	2.5500e+01	6.2740e+03	4.4511e+00	4.3553e+00	2.6413e+00	2.6006e+00	4.4249e+00	4.3154e+00
1.9307e+02	2.5000e+01	2.7207e+03	4.9971e+00	4.9463e+00	2.9647e+00	2.9651e+00	4.9659e+00	4.8968e+00
1.9307e+02	2.4500e+01	9.6634e+02	6.0270e+00	6.1641e+00	3.5791e+00	3.7270e+00	6.0004e+00	6.1054e+00
1.9307e+02	2.4000e+01	2.5546e+02	8.4371e+00	9.3501e+00	5.0231e+00	5.7466e+00	8.4412e+00	9.2767e+00
5.1795e+02	2.5500e+01	6.2740e+03	2.7175e+00	2.6643e+00	1.6126e+00	1.6097e+00	2.7016e+00	2.6335e+00
5.1795e+02	2.5000e+01	2.7207e+03	3.0509e+00	3.0889e+00	1.8101e+00	1.8786e+00	3.0319e+00	3.0500e+00
5.1795e+02	2.4500e+01	9.6634e+02	3.6797e+00	4.0215e+00	2.1852e+00	2.4744e+00	3.6635e+00	3.9703e+00
5.1795e+02	2.4000e+01	2.5546e+02	5.1512e+00	6.5507e+00	3.0668e+00	4.1095e+00	5.1537e+00	6.4703e+00
1.3895e+03	2.5500e+01	6.2740e+03	1.6592e+00	1.6873e+00	9.8458e-01	1.0380e+00	1.6494e+00	1.6642e+00
1.3895e+03	2.5000e+01	2.7207e+03	1.8627e+00	2.0399e+00	1.1051e+00	1.2646e+00	1.8511e+00	2.0098e+00
1.3895e+03	2.4500e+01	9.6634e+02	2.2466e+00	2.8466e+00	1.3342e+00	1.7859e+00	2.2367e+00	2.8033e+00
1.3895e+03	2.4000e+01	2.5546e+02	3.1450e+00	5.0132e+00	1.8724e+00	3.2078e+00	3.1465e+00	4.9365e+00
3.7276e+03	2.5500e+01	6.2740e+03	1.0130e+00	1.1419e+00	6.0112e-01	7.1610e-01	1.0070e+00	1.1247e+00
3.7276e+03	2.5000e+01	2.7207e+03	1.1373e+00	1.4722e+00	6.7473e-01	9.2935e-01	1.1302e+00	1.4489e+00
3.7276e+03	2.4500e+01	9.6634e+02	1.3717e+00	2.2184e+00	8.1455e-01	1.4158e+00	1.3656e+00	2.1823e+00
3.7276e+03	2.4000e+01	2.5546e+02	1.9201e+00	4.1438e+00	1.1432e+00	2.6973e+00	1.9211e+00	4.0761e+00
1.0000e+04	2.5500e+01	6.2740e+03	6.1847e-01	8.5191e-01	3.6701e-01	5.4303e-01	6.1484e-01	8.3857e-01
1.0000e+04	2.5000e+01	2.7207e+03	6.9434e-01	1.1766e+00	4.1195e-01	7.5391e-01	6.9002e-01	1.1576e+00
1.0000e+04	2.4500e+01	9.6634e+02	8.3745e-01	1.8793e+00	4.9732e-01	1.2171e+00	8.3375e-01	1.8487e+00
1.0000e+04	2.4000e+01	2.5546e+02	1.1723e+00	3.6286e+00	6.9796e-01	2.3983e+00	1.1729e+00	3.5702e+00
