50.0    0.45802631
100.0   0.52923425
150.0   0.55152195
200.0   0.54545251
250.0   0.56061648
300.0   0.58112158
350.0   0.59619713
400.0   0.5902398
450.0   0.56927656
500.0   0.56043446
550.0   0.57231641
600.0   0.58781189
650.0   0.59351335
700.0   0.58525718
750.0   0.56760572
800.0   0.5583848
850.0   0.563967
900.0   0.57395053
950.0   0.57735044
1000.0  0.56960331
1050.0  0.55780092
1100.0  0.55093391
1150.0  0.55208112
1200.0  0.55691375
1250.0  0.55890978
1300.0  0.55473602
1350.0  0.54711465
1400.0  0.54087024
1450.0  0.53917802
1500.0  0.54052162
1550.0  0.54131356
1600.0  0.53907369
1650.0  0.53428375
1700.0  0.52980795
1750.0  0.52729967
1800.0  0.52660962
1850.0  0.52622491
1900.0  0.52462089
1950.0  0.52172766
2000.0  0.51844959
2050.0  0.51589193
2100.0  0.51428808
2150.0  0.51313217
2200.0  0.51176744
2250.0  0.50980343
2300.0  0.50746165
2350.0  0.50527883
2400.0  0.50348082
2450.0  0.50205256
2500.0  0.50065623
2550.0  0.49909232
2600.0  0.49732652
2650.0  0.49550862
2700.0  0.49387672
2750.0  0.4924019
2800.0  0.49104191
2850.0  0.489688
2900.0  0.48824324
2950.0  0.48678677
3000.0  0.48535289
3050.0  0.48401007
3100.0  0.48270919
3150.0  0.48147092
3200.0  0.48039454
3250.0  0.47929113
3300.0  0.47812676
3350.0  0.47697390
3400.0  0.47583734
3450.0  0.47471867
3500.0  0.47361863
3550.0  0.47253975
3600.0  0.47148309
3650.0  0.47044956
3700.0  0.46944077
3750.0  0.46845702
3800.0  0.46749968
3850.0  0.46656902
3900.0  0.46566594
3950.0  0.46479071
4000.0  0.46394369
4050.0  0.46312383
4100.0  0.46232887
4150.0  0.4615575
4200.0  0.46080891
4250.0  0.46008235
4300.0  0.45937711
4350.0  0.45869254
4400.0  0.45802797
4450.0  0.4573828
4500.0  0.45675644
4550.0  0.45614831
4600.0  0.4555579
4650.0  0.45498466
4700.0  0.45442811
4750.0  0.45388775
4800.0  0.45336314
4850.0  0.45285383
4900.0  0.45235942
4950.0  0.45187951
