1.0000e+01	2.6000e+01	2.2323e+04	1.2509e+00	nan	1.2519e+00	nan	2.4066e+00	nan
1.0000e+01	2.5500e+01	1.1140e+04	1.2548e+00	nan	1.2558e+00	nan	2.4138e+00	nan
1.0000e+01	2.5000e+01	4.8569e+03	1.2644e+00	nan	1.2653e+00	nan	2.4317e+00	nan
1.0000e+01	2.4500e+01	1.7423e+03	1.2920e+00	nan	1.2925e+00	nan	2.4829e+00	nan
1.0000e+01	2.4000e+01	4.6974e+02	1.3788e+00	nan	1.3784e+00	nan	2.6449e+00	nan
2.6827e+01	2.6000e+01	2.2323e+04	7.6372e-01	nan	7.6436e-01	nan	1.4693e+00	nan
2.6827e+01	2.5500e+01	1.1140e+04	7.6609e-01	nan	7.6670e-01	nan	1.4737e+00	nan
2.6827e+01	2.5000e+01	4.8569e+03	7.7198e-01	nan	7.7251e-01	nan	1.4846e+00	nan
2.6827e+01	2.4500e+01	1.7423e+03	7.8882e-01	nan	7.8915e-01	nan	1.5159e+00	nan
2.6827e+01	2.4000e+01	4.6974e+02	8.4183e-01	nan	8.4159e-01	nan	1.6148e+00	nan
7.1969e+01	2.6000e+01	2.2323e+04	4.6628e-01	nan	4.6667e-01	nan	8.9708e-01	nan
7.1969e+01	2.5500e+01	1.1140e+04	4.6773e-01	nan	4.6810e-01	nan	8.9976e-01	nan
7.1969e+01	2.5000e+01	4.8569e+03	4.7133e-01	nan	4.7165e-01	nan	9.0643e-01	nan
7.1969e+01	2.4500e+01	1.7423e+03	4.8161e-01	nan	4.8181e-01	nan	9.2551e-01	nan
7.1969e+01	2.4000e+01	4.6974e+02	5.1397e-01	nan	5.1383e-01	nan	9.8591e-01	nan
1.9307e+02	2.6000e+01	2.2323e+04	2.8468e-01	nan	2.8492e-01	nan	5.4770e-01	nan
1.9307e+02	2.5500e+01	1.1140e+04	2.8557e-01	nan	2.8579e-01	nan	5.4934e-01	nan
1.9307e+02	2.5000e+01	4.8569e+03	2.8776e-01	nan	2.8796e-01	nan	5.5341e-01	nan
1.9307e+02	2.4500e+01	1.7423e+03	2.9404e-01	nan	2.9416e-01	nan	5.6506e-01	nan
1.9307e+02	2.4000e+01	4.6974e+02	3.1380e-01	nan	3.1371e-01	nan	6.0194e-01	nan
5.1795e+02	2.6000e+01	2.2323e+04	1.7381e-01	nan	1.7396e-01	nan	3.3440e-01	nan
5.1795e+02	2.5500e+01	1.1140e+04	1.7435e-01	nan	1.7449e-01	nan	3.3540e-01	nan
5.1795e+02	2.5000e+01	4.8569e+03	1.7569e-01	nan	1.7581e-01	nan	3.3788e-01	nan
5.1795e+02	2.4500e+01	1.7423e+03	1.7952e-01	nan	1.7960e-01	nan	3.4499e-01	nan
5.1795e+02	2.4000e+01	4.6974e+02	1.9159e-01	nan	1.9153e-01	nan	3.6751e-01	nan
1.3895e+03	2.6000e+01	2.2323e+04	1.0612e-01	nan	1.0621e-01	nan	2.0416e-01	nan
1.3895e+03	2.5500e+01	1.1140e+04	1.0645e-01	nan	1.0653e-01	nan	2.0477e-01	nan
1.3895e+03	2.5000e+01	4.8569e+03	1.0727e-01	nan	1.0734e-01	nan	2.0629e-01	nan
1.3895e+03	2.4500e+01	1.7423e+03	1.0961e-01	nan	1.0965e-01	nan	2.1063e-01	nan
1.3895e+03	2.4000e+01	4.6974e+02	1.1697e-01	nan	1.1694e-01	nan	2.2438e-01	nan
3.7276e+03	2.6000e+01	2.2323e+04	6.4789e-02	nan	6.4844e-02	nan	1.2465e-01	nan
3.7276e+03	2.5500e+01	1.1140e+04	6.4991e-02	nan	6.5042e-02	nan	1.2502e-01	nan
3.7276e+03	2.5000e+01	4.8569e+03	6.5491e-02	nan	6.5536e-02	nan	1.2595e-01	nan
3.7276e+03	2.4500e+01	1.7423e+03	6.6919e-02	nan	6.6947e-02	nan	1.2860e-01	nan
3.7276e+03	2.4000e+01	4.6974e+02	7.1416e-02	nan	7.1396e-02	nan	1.3699e-01	nan
1.0000e+04	2.6000e+01	2.2323e+04	3.9557e-02	nan	3.9590e-02	nan	7.6103e-02	nan
1.0000e+04	2.5500e+01	1.1140e+04	3.9679e-02	nan	3.9711e-02	nan	7.6331e-02	nan
1.0000e+04	2.5000e+01	4.8569e+03	3.9985e-02	nan	4.0012e-02	nan	7.6896e-02	nan
1.0000e+04	2.4500e+01	1.7423e+03	4.0857e-02	nan	4.0874e-02	nan	7.8515e-02	nan
1.0000e+04	2.4000e+01	4.6974e+02	4.3602e-02	nan	4.3590e-02	nan	8.3639e-02	nan
