1.0000e+02	2.6000e+01	7.3095e+03	5.4224e+00	nan	5.1507e+00	nan	6.9244e+00	nan
1.0000e+02	2.5500e+01	3.2668e+03	5.5292e+00	nan	5.2521e+00	nan	7.0607e+00	nan
1.0000e+02	2.5000e+01	1.1731e+03	5.8004e+00	nan	5.5098e+00	nan	7.4071e+00	nan
1.0000e+02	2.4500e+01	3.0450e+02	6.5225e+00	nan	6.1956e+00	nan	8.3291e+00	nan
1.0000e+02	2.4000e+01	4.8410e+01	8.6531e+00	nan	8.2195e+00	nan	1.1050e+01	nan
1.3224e+02	2.6000e+01	7.3095e+03	4.7154e+00	nan	4.4791e+00	nan	6.0215e+00	nan
1.3224e+02	2.5500e+01	3.2668e+03	4.8082e+00	nan	4.5673e+00	nan	6.1401e+00	nan
1.3224e+02	2.5000e+01	1.1731e+03	5.0441e+00	nan	4.7913e+00	nan	6.4413e+00	nan
1.3224e+02	2.4500e+01	3.0450e+02	5.6720e+00	nan	5.3878e+00	nan	7.2430e+00	nan
1.3224e+02	2.4000e+01	4.8410e+01	7.5247e+00	nan	7.1477e+00	nan	9.6090e+00	nan
1.7487e+02	2.6000e+01	7.3095e+03	4.1005e+00	nan	3.8950e+00	nan	5.2363e+00	nan
1.7487e+02	2.5500e+01	3.2668e+03	4.1813e+00	nan	3.9717e+00	nan	5.3394e+00	nan
1.7487e+02	2.5000e+01	1.1731e+03	4.3864e+00	nan	4.1666e+00	nan	5.6014e+00	nan
1.7487e+02	2.4500e+01	3.0450e+02	4.9324e+00	nan	4.6852e+00	nan	6.2986e+00	nan
1.7487e+02	2.4000e+01	4.8410e+01	6.5436e+00	nan	6.2157e+00	nan	8.3561e+00	nan
2.3124e+02	2.6000e+01	7.3095e+03	3.5658e+00	nan	3.3872e+00	nan	4.5535e+00	nan
2.3124e+02	2.5500e+01	3.2668e+03	3.6361e+00	nan	3.4539e+00	nan	4.6432e+00	nan
2.3124e+02	2.5000e+01	1.1731e+03	3.8144e+00	nan	3.6233e+00	nan	4.8710e+00	nan
2.3124e+02	2.4500e+01	3.0450e+02	4.2892e+00	nan	4.0743e+00	nan	5.4773e+00	nan
2.3124e+02	2.4000e+01	4.8410e+01	5.6903e+00	nan	5.4052e+00	nan	7.2665e+00	nan
3.0579e+02	2.6000e+01	7.3095e+03	3.1009e+00	nan	2.9455e+00	nan	3.9598e+00	nan
3.0579e+02	2.5500e+01	3.2668e+03	3.1619e+00	nan	3.0035e+00	nan	4.0378e+00	nan
3.0579e+02	2.5000e+01	1.1731e+03	3.3170e+00	nan	3.1508e+00	nan	4.2358e+00	nan
3.0579e+02	2.4500e+01	3.0450e+02	3.7299e+00	nan	3.5430e+00	nan	4.7631e+00	nan
3.0579e+02	2.4000e+01	4.8410e+01	4.9483e+00	nan	4.7004e+00	nan	6.3190e+00	nan
4.0437e+02	2.6000e+01	7.3095e+03	2.6965e+00	nan	2.5614e+00	nan	3.4435e+00	nan
4.0437e+02	2.5500e+01	3.2668e+03	2.7496e+00	nan	2.6119e+00	nan	3.5113e+00	nan
4.0437e+02	2.5000e+01	1.1731e+03	2.8845e+00	nan	2.7400e+00	nan	3.6835e+00	nan
4.0437e+02	2.4500e+01	3.0450e+02	3.2436e+00	nan	3.0810e+00	nan	4.1420e+00	nan
4.0437e+02	2.4000e+01	4.8410e+01	4.3031e+00	nan	4.0875e+00	nan	5.4950e+00	nan
5.3472e+02	2.6000e+01	7.3095e+03	2.3449e+00	nan	2.2274e+00	nan	2.9944e+00	nan
5.3472e+02	2.5500e+01	3.2668e+03	2.3911e+00	nan	2.2713e+00	nan	3.0534e+00	nan
5.3472e+02	2.5000e+01	1.1731e+03	2.5084e+00	nan	2.3827e+00	nan	3.2032e+00	nan
5.3472e+02	2.4500e+01	3.0450e+02	2.8206e+00	nan	2.6793e+00	nan	3.6019e+00	nan
5.3472e+02	2.4000e+01	4.8410e+01	3.7420e+00	nan	3.5545e+00	nan	4.7785e+00	nan
7.0711e+02	2.6000e+01	7.3095e+03	2.0392e+00	nan	1.9370e+00	nan	2.6040e+00	nan
7.0711e+02	2.5500e+01	3.2668e+03	2.0793e+00	nan	1.9751e+00	nan	2.6553e+00	nan
7.0711e+02	2.5000e+01	1.1731e+03	2.1813e+00	nan	2.0720e+00	nan	2.7855e+00	nan
7.0711e+02	2.4500e+01	3.0450e+02	2.4528e+00	nan	2.3299e+00	nan	3.1322e+00	nan
7.0711e+02	2.4000e+01	4.8410e+01	3.2541e+00	nan	3.0910e+00	nan	4.1554e+00	nan
9.3506e+02	2.6000e+01	7.3095e+03	1.7733e+00	nan	1.6844e+00	nan	2.2644e+00	nan
9.3506e+02	2.5500e+01	3.2668e+03	1.8082e+00	nan	1.7176e+00	nan	2.3090e+00	nan
9.3506e+02	2.5000e+01	1.1731e+03	1.8969e+00	nan	1.8018e+00	nan	2.4223e+00	nan
9.3506e+02	2.4500e+01	3.0450e+02	2.1330e+00	nan	2.0261e+00	nan	2.7238e+00	nan
9.3506e+02	2.4000e+01	4.8410e+01	2.8298e+00	nan	2.6880e+00	nan	3.6136e+00	nan
1.2365e+03	2.6000e+01	7.3095e+03	1.5420e+00	nan	1.4648e+00	nan	1.9692e+00	nan
1.2365e+03	2.5500e+01	3.2668e+03	1.5724e+00	nan	1.4936e+00	nan	2.0080e+00	nan
1.2365e+03	2.5000e+01	1.1731e+03	1.6495e+00	nan	1.5669e+00	nan	2.1064e+00	nan
1.2365e+03	2.4500e+01	3.0450e+02	1.8549e+00	nan	1.7619e+00	nan	2.3687e+00	nan
1.2365e+03	2.4000e+01	4.8410e+01	2.4608e+00	nan	2.3375e+00	nan	3.1424e+00	nan
1.6351e+03	2.6000e+01	7.3095e+03	1.3410e+00	nan	1.2738e+00	nan	1.7124e+00	nan
1.6351e+03	2.5500e+01	3.2668e+03	1.3674e+00	nan	1.2989e+00	nan	1.7461e+00	nan
1.6351e+03	2.5000e+01	1.1731e+03	1.4345e+00	nan	1.3626e+00	nan	1.8318e+00	nan
1.6351e+03	2.4500e+01	3.0450e+02	1.6130e+00	nan	1.5322e+00	nan	2.0598e+00	nan
